,id,inning,over,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,non_boundary,is_wicket,dismissal_kind,player_dismissed,fielder,extras_type,batting_team,bowling_team
175402,1178420,2,8,6,AM Rahane,LS Livingstone,KK Ahmed,2,0,2,0,0,,,,,Rajasthan Royals,Sunrisers Hyderabad
26113,392235,2,6,1,V Sehwag,G Gambhir,Harbhajan Singh,0,0,0,0,0,,,,,Delhi Daredevils,Mumbai Indians
136087,981017,2,14,6,NV Ojha,DA Warner,DR Smith,6,0,6,0,0,,,,,Sunrisers Hyderabad,Gujarat Lions
101831,733991,2,13,3,MA Starc,AB de Villiers,Shivam Sharma,4,0,4,0,0,,,,,Royal Challengers Bangalore,Kings XI Punjab
114350,829749,2,16,1,AB de Villiers,V Kohli,DJ Hooda,4,0,4,0,0,,,,,Royal Challengers Bangalore,Rajasthan Royals
66505,548341,2,2,4,SC Ganguly,MK Pandey,Ankit Sharma,0,0,0,0,0,,,,,Pune Warriors,Deccan Chargers
141461,1082611,1,13,6,KS Williamson,S Dhawan,A Mishra,0,0,0,0,0,,,,,Sunrisers Hyderabad,Delhi Daredevils
53700,501250,1,2,5,DB Ravi Teja,S Dhawan,B Kumar,0,0,0,0,0,,,,,Deccan Chargers,Pune Warriors
17798,392201,1,16,4,Y Venugopal Rao,DR Smith,PJ Sangwan,2,0,2,0,0,,,,,Deccan Chargers,Delhi Daredevils
111172,829723,2,15,3,AD Russell,RV Uthappa,RA Jadeja,6,0,6,0,0,,,,,Kolkata Knight Riders,Chennai Super Kings
143575,1082621,1,14,5,S Aravind,Mandeep Singh,RA Jadeja,0,0,0,0,0,,,,,Royal Challengers Bangalore,Gujarat Lions
677,335984,2,6,6,G Gambhir,S Dhawan,SR Watson,1,0,1,0,0,,,,,Delhi Daredevils,Rajasthan Royals
151197,1136564,2,7,7,S Dhawan,KS Williamson,BA Stokes,0,0,0,0,0,,,,,Sunrisers Hyderabad,Rajasthan Royals
107962,734043,2,12,3,GJ Bailey,AR Patel,PP Chawla,0,0,0,0,0,,,,,Kings XI Punjab,Kolkata Knight Riders
7218,336012,2,4,6,SR Tendulkar,ST Jayasuriya,P Kumar,0,1,1,0,0,,,,wides,Mumbai Indians,Royal Challengers Bangalore
125126,980923,1,9,1,AT Rayudu,JC Buttler,Bipul Sharma,0,0,0,0,0,,,,,Mumbai Indians,Sunrisers Hyderabad
118791,829791,1,5,3,M Vijay,M Vohra,SP Narine,4,0,4,0,0,,,,,Kings XI Punjab,Kolkata Knight Riders
154308,1136577,1,19,6,DJ Bravo,SR Watson,B Laughlin,1,0,1,0,0,,,,,Chennai Super Kings,Rajasthan Royals
141118,1082610,1,18,4,KM Jadhav,TM Head,AJ Tye,0,0,0,0,0,,,,,Royal Challengers Bangalore,Gujarat Lions
94733,729279,2,4,5,AT Rayudu,AP Tare,SP Narine,0,0,0,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
59735,548311,1,0,1,M Vijay,F du Plessis,Ankit Sharma,2,0,2,0,0,,,,,Chennai Super Kings,Deccan Chargers
20849,392214,2,4,6,SM Katich,K Goel,MS Gony,0,0,0,0,0,,,,,Kings XI Punjab,Chennai Super Kings
172215,1178407,2,0,6,JC Buttler,RA Tripathi,Arshdeep Singh,1,0,1,0,0,,,,,Rajasthan Royals,Kings XI Punjab
60801,548315,1,8,5,MS Bisla,G Gambhir,DL Vettori,4,0,4,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
78094,598005,1,12,5,BJ Hodge,AM Rahane,LR Shukla,1,0,1,0,0,,,,,Rajasthan Royals,Kolkata Knight Riders
148382,1082642,2,3,1,SPD Smith,RA Tripathi,S Nadeem,0,0,0,0,0,,,,,Rising Pune Supergiant,Delhi Daredevils
114896,829757,1,6,6,KM Jadhav,MA Agarwal,VR Aaron,0,1,1,0,0,,,,wides,Delhi Daredevils,Royal Challengers Bangalore
179808,1216495,1,19,4,DS Kulkarni,JL Pattinson,JO Holder,1,0,1,0,0,,,,,Mumbai Indians,Sunrisers Hyderabad
121405,829815,2,13,4,RG Sharma,PA Patel,KV Sharma,1,0,1,0,0,,,,,Mumbai Indians,Sunrisers Hyderabad
63179,548325,2,6,4,V Sehwag,KP Pietersen,PP Ojha,0,0,0,0,0,,,,,Delhi Daredevils,Mumbai Indians
139722,1082604,2,14,3,Yuvraj Singh,BCJ Cutting,CR Woakes,1,0,1,0,0,,,,,Sunrisers Hyderabad,Kolkata Knight Riders
126187,980933,1,4,1,SV Samson,SS Iyer,JJ Bumrah,0,0,0,0,0,,,,,Delhi Daredevils,Mumbai Indians
93744,598070,2,9,2,RG Sharma,KD Karthik,R Ashwin,0,0,0,0,0,,,,,Mumbai Indians,Chennai Super Kings
2324,335991,2,18,6,A Nehra,DS Kulkarni,VRV Singh,1,0,1,0,0,,,,,Mumbai Indians,Kings XI Punjab
123445,980909,1,5,2,MK Pandey,G Gambhir,MJ McClenaghan,0,0,0,0,0,,,,,Kolkata Knight Riders,Mumbai Indians
135001,981007,2,13,6,DR Smith,RA Jadeja,Harbhajan Singh,1,0,1,0,0,,,,,Gujarat Lions,Mumbai Indians
89257,598051,1,17,3,MS Dhoni,SK Raina,NLTC Perera,2,1,3,0,0,,,,noballs,Chennai Super Kings,Sunrisers Hyderabad
38345,419152,1,19,3,KA Pollard,JP Duminy,AB McDonald,4,0,4,0,0,,,,,Mumbai Indians,Delhi Daredevils
127029,980939,2,8,6,YK Pathan,SA Yadav,R Bhatia,0,0,0,0,0,,,,,Kolkata Knight Riders,Rising Pune Supergiants
103866,734009,1,3,2,LMP Simmons,AT Rayudu,Shakib Al Hasan,0,0,0,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
54887,501255,1,9,2,YK Pathan,MK Tiwary,S Aravind,1,0,1,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
60036,548312,1,4,2,R Dravid,SP Goswami,SP Narine,0,0,0,0,0,,,,,Rajasthan Royals,Kolkata Knight Riders
18424,392204,2,11,4,KC Sangakkara,SM Katich,KP Appanna,0,4,4,0,0,,,,byes,Kings XI Punjab,Royal Challengers Bangalore
90856,598058,1,0,6,M Vijay,MEK Hussey,VS Malik,0,0,0,0,0,,,,,Chennai Super Kings,Rajasthan Royals
55323,501257,1,0,5,AC Gilchrist,PC Valthaty,IK Pathan,0,0,0,0,0,,,,,Kings XI Punjab,Delhi Daredevils
21530,392217,1,17,3,SM Harwood,SK Warne,SB Jakati,1,0,1,0,0,,,,,Rajasthan Royals,Chennai Super Kings
72748,548367,2,5,1,AT Rayudu,KD Karthik,R Vinay Kumar,0,0,0,0,0,,,,,Mumbai Indians,Royal Challengers Bangalore
80827,598016,1,10,5,DJ Hussey,DA Miller,JH Kallis,1,0,1,0,0,,,,,Kings XI Punjab,Kolkata Knight Riders
6863,336011,1,15,6,DB Ravi Teja,SB Bangar,SK Trivedi,0,0,0,0,0,,,,,Deccan Chargers,Rajasthan Royals
14779,392188,1,5,5,VVS Laxman,AC Gilchrist,JH Kallis,1,0,1,0,0,,,,,Deccan Chargers,Royal Challengers Bangalore
132270,980983,1,2,5,S Dhawan,DA Warner,J Yadav,0,0,0,0,0,,,,,Sunrisers Hyderabad,Delhi Daredevils
124251,980915,2,4,5,G Gambhir,RV Uthappa,Mustafizur Rahman,0,0,0,0,0,,,,,Kolkata Knight Riders,Sunrisers Hyderabad
170675,1178400,2,6,4,MS Dhoni,AT Rayudu,R Parag,0,0,0,0,0,,,,,Chennai Super Kings,Rajasthan Royals
140126,1082606,1,3,6,SK Raina,BB McCullum,Harbhajan Singh,1,0,1,0,0,,,,,Gujarat Lions,Mumbai Indians
75946,548380,1,18,5,DJ Bravo,M Vijay,VR Aaron,4,0,4,0,0,,,,,Chennai Super Kings,Delhi Daredevils
57922,501269,1,13,1,RN ten Doeschate,Shakib Al Hasan,Harbhajan Singh,1,0,1,0,0,,,,,Kolkata Knight Riders,Mumbai Indians
12949,336038,2,11,2,MF Maharoof,TM Dilshan,SK Trivedi,0,0,0,0,0,,,,,Delhi Daredevils,Rajasthan Royals
76114,548381,1,2,3,MEK Hussey,M Vijay,B Lee,1,0,1,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
40381,419160,2,11,3,M Manhas,PD Collingwood,R Sharma,0,0,0,0,0,,,,,Delhi Daredevils,Deccan Chargers
3908,335998,1,8,4,S Dhawan,G Gambhir,JH Kallis,1,0,1,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
117340,829779,1,2,4,BB McCullum,SK Raina,MA Starc,2,0,2,0,0,,,,,Chennai Super Kings,Royal Challengers Bangalore
119671,829799,1,1,3,DA Warner,S Dhawan,Anureet Singh,0,0,0,0,0,,,,,Sunrisers Hyderabad,Kings XI Punjab
180041,1216496,1,19,5,JC Archer,TK Curran,L Ngidi,0,1,1,0,0,,,,wides,Rajasthan Royals,Chennai Super Kings
85757,598036,2,6,3,R Dravid,SV Samson,MC Henriques,0,0,0,0,0,,,,,Rajasthan Royals,Royal Challengers Bangalore
170392,1178399,1,8,2,CH Gayle,KL Rahul,HH Pandya,6,0,6,0,0,,,,,Kings XI Punjab,Mumbai Indians
146799,1082635,1,8,4,PA Patel,LMP Simmons,A Mishra,0,0,0,0,1,stumped,PA Patel,RR Pant,,Mumbai Indians,Delhi Daredevils
39232,419156,2,7,3,TL Suman,RG Sharma,PP Chawla,0,0,0,0,0,,,,,Deccan Chargers,Kings XI Punjab
75287,548377,1,12,5,SR Watson,OA Shah,JEC Franklin,2,0,2,0,0,,,,,Rajasthan Royals,Mumbai Indians
168571,1175372,1,13,4,AB de Villiers,V Kohli,AD Russell,1,0,1,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
55456,501257,2,7,6,NV Ojha,DA Warner,SJ Srivastava,0,0,0,0,1,caught,NV Ojha,AC Gilchrist,,Delhi Daredevils,Kings XI Punjab
67857,548346,2,8,4,JEC Franklin,RG Sharma,DW Steyn,0,1,1,0,0,,,,wides,Mumbai Indians,Deccan Chargers
71381,548361,1,5,6,STR Binny,AM Rahane,BW Hilfenhaus,0,0,0,0,0,,,,,Rajasthan Royals,Chennai Super Kings
138983,1082601,2,8,5,RV Uthappa,G Gambhir,MP Stoinis,0,1,1,0,0,,,,legbyes,Kolkata Knight Riders,Kings XI Punjab
170880,1178401,2,6,1,S Dhawan,RR Pant,Kuldeep Yadav,1,0,1,0,0,,,,,Delhi Capitals,Kolkata Knight Riders
61570,548318,2,0,1,M Vijay,F du Plessis,DL Vettori,0,0,0,0,0,,,,,Chennai Super Kings,Royal Challengers Bangalore
43975,501208,2,7,4,SS Tiwary,V Kohli,I Sharma,0,0,0,0,0,,,,,Royal Challengers Bangalore,Deccan Chargers
190310,1216539,1,15,1,RR Pant,SS Iyer,SM Curran,4,0,4,1,0,,,,,Delhi Capitals,Chennai Super Kings
172499,1178408,2,7,1,JM Bairstow,V Shankar,RA Jadeja,1,0,1,0,0,,,,,Sunrisers Hyderabad,Chennai Super Kings
133796,980997,1,16,1,JP Duminy,CH Morris,A Zampa,1,0,1,0,0,,,,,Delhi Daredevils,Rising Pune Supergiants
168776,1175372,2,7,3,CA Lynn,RV Uthappa,YS Chahal,0,0,0,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
97300,729301,1,12,3,DA Warner,AJ Finch,LR Shukla,0,0,0,0,0,,,,,Sunrisers Hyderabad,Delhi Daredevils
129350,980959,1,18,1,SR Watson,Sachin Baby,AD Russell,0,0,0,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
120054,829801,2,10,4,SS Iyer,Yuvraj Singh,SK Raina,1,0,1,0,0,,,,,Delhi Daredevils,Chennai Super Kings
22848,392222,1,13,5,K Goel,LA Pomersbach,JP Duminy,1,0,1,0,0,,,,,Kings XI Punjab,Mumbai Indians
167452,1175367,2,11,4,SPD Smith,BA Stokes,Imran Tahir,1,0,1,0,0,,,,,Rajasthan Royals,Chennai Super Kings
176666,1178426,1,9,6,Q de Kock,SA Yadav,Basil Thampi,1,0,1,0,0,,,,,Mumbai Indians,Sunrisers Hyderabad
142832,1082617,2,2,1,CH Gayle,AB de Villiers,NM Coulter-Nile,1,0,1,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
48411,501227,2,8,3,AB de Villiers,V Kohli,UT Yadav,1,0,1,0,0,,,,,Royal Challengers Bangalore,Delhi Daredevils
178983,1216492,2,5,1,F du Plessis,AT Rayudu,JJ Bumrah,0,0,0,0,0,,,,,Chennai Super Kings,Mumbai Indians
183380,1216510,1,5,6,MA Agarwal,KL Rahul,NA Saini,4,0,4,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
96167,729291,2,9,4,GJ Maxwell,CA Pujara,PV Tambe,1,0,1,0,0,,,,,Kings XI Punjab,Rajasthan Royals
193235,1237181,1,13,7,RR Pant,SS Iyer,KH Pandya,4,0,4,0,0,,,,,Delhi Capitals,Mumbai Indians
36139,419143,1,14,5,RS Bopara,IK Pathan,SK Warne,1,0,1,0,0,,,,,Kings XI Punjab,Rajasthan Royals
75080,548376,1,19,4,PA Patel,A Ashish Reddy,R Vinay Kumar,1,0,1,0,0,,,,,Deccan Chargers,Royal Challengers Bangalore
164403,1136619,2,10,6,KD Karthik,CA Lynn,Rashid Khan,1,0,1,0,0,,,,,Kolkata Knight Riders,Sunrisers Hyderabad
10021,336025,2,0,4,PA Patel,SP Fleming,Shoaib Akhtar,0,0,0,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
160131,1136602,1,7,3,RR Pant,SS Iyer,Sandeep Sharma,0,0,0,0,0,,,,,Delhi Daredevils,Sunrisers Hyderabad
55829,501259,2,15,3,JP Duminy,DT Christian,R Sharma,0,0,0,0,0,,,,,Deccan Chargers,Pune Warriors
40308,419160,1,12,5,A Symonds,MR Marsh,PD Collingwood,1,0,1,0,0,,,,,Deccan Chargers,Delhi Daredevils
180699,1216499,1,5,2,D Padikkal,JR Philippe,JL Pattinson,2,0,2,0,0,,,,,Royal Challengers Bangalore,Mumbai Indians
137178,1082593,1,19,4,KD Karthik,SK Raina,TA Boult,4,0,4,0,0,,,,,Gujarat Lions,Kolkata Knight Riders
108901,829705,1,4,7,AP Tare,RG Sharma,Shakib Al Hasan,0,0,0,0,1,caught,AP Tare,UT Yadav,,Mumbai Indians,Kolkata Knight Riders
18313,392203,2,0,6,BJ Hodge,CH Gayle,Z Khan,0,0,0,0,0,,,,,Kolkata Knight Riders,Mumbai Indians
25267,392232,1,7,2,KD Karthik,AB de Villiers,JH Kallis,1,0,1,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
10644,336028,1,18,5,IK Pathan,LA Pomersbach,VS Yeligati,1,0,1,0,0,,,,,Kings XI Punjab,Mumbai Indians
192921,1237178,2,4,3,DA Warner,MK Pandey,Washington Sundar,1,0,1,0,0,,,,,Sunrisers Hyderabad,Royal Challengers Bangalore
26125,392236,1,9,3,R Dravid,MK Pandey,A Symonds,0,0,0,0,0,,,,,Royal Challengers Bangalore,Deccan Chargers
93918,598071,1,12,5,S Dhawan,DJG Sammy,SK Trivedi,0,0,0,0,0,,,,,Sunrisers Hyderabad,Rajasthan Royals
53091,501247,1,4,2,BB McCullum,M Klinger,CH Gayle,4,0,4,0,0,,,,,Kochi Tuskers Kerala,Royal Challengers Bangalore
34407,419136,2,12,3,KP Pietersen,V Kohli,IK Pathan,2,0,2,0,0,,,,,Royal Challengers Bangalore,Kings XI Punjab
94822,729281,1,18,4,LRPL Taylor,JP Duminy,MA Starc,4,0,4,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
62945,548324,1,8,1,R Dravid,AM Rahane,DL Vettori,0,0,0,0,0,,,,,Rajasthan Royals,Royal Challengers Bangalore
142222,1082614,2,9,2,CH Morris,K Rabada,Harbhajan Singh,0,0,0,0,0,,,,,Delhi Daredevils,Mumbai Indians
88203,598047,1,2,3,RV Uthappa,AJ Finch,A Chandila,4,0,4,0,0,,,,,Pune Warriors,Rajasthan Royals
187018,1216525,1,10,1,V Kohli,D Padikkal,SN Thakur,1,0,1,0,0,,,,,Royal Challengers Bangalore,Chennai Super Kings
106264,734029,2,15,1,NV Ojha,S Dhawan,SK Raina,1,0,1,0,0,,,,,Sunrisers Hyderabad,Chennai Super Kings
79769,598012,1,17,3,R Rampaul,AB de Villiers,DJ Bravo,0,0,0,0,0,,,,,Royal Challengers Bangalore,Chennai Super Kings
39891,419158,2,7,5,SC Ganguly,CA Pujara,SK Warne,1,0,1,0,0,,,,,Kolkata Knight Riders,Rajasthan Royals
53744,501250,1,18,5,A Mishra,B Chipli,MR Marsh,0,0,0,0,1,caught,A Mishra,B Kumar,,Deccan Chargers,Pune Warriors
160159,1136602,2,0,5,AD Hales,S Dhawan,TA Boult,4,0,4,0,0,,,,,Sunrisers Hyderabad,Delhi Daredevils
110408,829717,1,9,3,M Vijay,DA Miller,J Suchith,1,0,1,0,0,,,,,Kings XI Punjab,Mumbai Indians
76700,597999,2,4,4,SR Tendulkar,RT Ponting,R Vinay Kumar,0,0,0,0,0,,,,,Mumbai Indians,Royal Challengers Bangalore
23876,392226,2,8,3,Yuvraj Singh,KC Sangakkara,PJ Sangwan,1,0,1,0,0,,,,,Kings XI Punjab,Delhi Daredevils
18598,392204,2,19,4,IK Pathan,PP Chawla,P Kumar,0,0,0,0,1,caught,IK Pathan,V Kohli,,Kings XI Punjab,Royal Challengers Bangalore
21362,392216,1,10,2,A Symonds,RG Sharma,B Lee,0,0,0,0,0,,,,,Deccan Chargers,Kings XI Punjab
78383,598006,2,6,4,DA Warner,MC Juneja,PP Ojha,6,0,6,0,0,,,,,Delhi Daredevils,Mumbai Indians
37893,419150,1,7,2,JP Duminy,SR Tendulkar,SK Warne,0,0,0,0,0,,,,,Mumbai Indians,Rajasthan Royals
41801,501198,2,18,1,LR Shukla,MK Tiwary,S Randiv,4,0,4,0,0,,,,,Kolkata Knight Riders,Chennai Super Kings
41765,501198,1,19,2,S Anirudha,JA Morkel,JH Kallis,0,0,0,0,1,bowled,S Anirudha,,,Chennai Super Kings,Kolkata Knight Riders
130527,980969,1,10,2,AM Rahane,SS Tiwary,STR Binny,0,0,0,0,0,,,,,Rising Pune Supergiants,Royal Challengers Bangalore
37883,419150,1,5,5,JP Duminy,SR Tendulkar,AA Jhunjhunwala,0,0,0,0,0,,,,,Mumbai Indians,Rajasthan Royals
19979,392210,1,16,5,NV Ojha,RA Jadeja,PP Chawla,6,0,6,0,0,,,,,Rajasthan Royals,Kings XI Punjab
177609,1178430,2,8,5,KL Rahul,CH Gayle,DL Chahar,4,0,4,0,0,,,,,Kings XI Punjab,Chennai Super Kings
29473,419115,2,4,5,MK Pandey,JH Kallis,MM Patel,0,0,0,0,0,,,,,Royal Challengers Bangalore,Rajasthan Royals
150242,1082650,1,12,3,HH Pandya,KH Pandya,A Zampa,0,0,0,0,0,,,,,Mumbai Indians,Rising Pune Supergiant
77665,598003,2,2,1,AC Gilchrist,Mandeep Singh,AD Mathews,0,0,0,0,0,,,,,Kings XI Punjab,Pune Warriors
3243,335995,2,0,2,SM Katich,K Goel,GD McGrath,0,0,0,0,0,,,,,Kings XI Punjab,Delhi Daredevils
31857,419125,2,13,6,KA Pollard,SR Tendulkar,Joginder Sharma,4,0,4,0,0,,,,,Mumbai Indians,Chennai Super Kings
154541,1136578,1,17,6,Shubman Gill,KD Karthik,AS Rajpoot,0,1,1,0,0,,,,wides,Kolkata Knight Riders,Kings XI Punjab
175813,1178422,1,4,3,CA Lynn,Shubman Gill,JJ Bumrah,4,0,4,0,0,,,,,Kolkata Knight Riders,Mumbai Indians
33795,419133,1,11,1,V Kohli,JH Kallis,M Muralitharan,0,0,0,0,0,,,,,Royal Challengers Bangalore,Chennai Super Kings
34432,419136,2,16,4,KP Pietersen,RV Uthappa,B Lee,1,0,1,0,0,,,,,Royal Challengers Bangalore,Kings XI Punjab
146474,1082634,2,13,1,MC Henriques,Yuvraj Singh,Imran Tahir,0,0,0,0,0,,,,,Sunrisers Hyderabad,Rising Pune Supergiant
77313,598001,2,12,4,DA Warner,MC Juneja,R Shukla,0,0,0,0,0,,,,,Delhi Daredevils,Rajasthan Royals
118016,829785,1,6,3,V Kohli,CH Gayle,Anureet Singh,0,0,0,0,0,,,,,Royal Challengers Bangalore,Kings XI Punjab
184896,1216516,2,17,2,RA Jadeja,MS Dhoni,T Natarajan,2,0,2,0,0,,,,,Chennai Super Kings,Sunrisers Hyderabad
72654,548366,1,18,3,DT Christian,CL White,P Awana,6,0,6,0,0,,,,,Deccan Chargers,Kings XI Punjab
172336,1178407,2,19,6,STR Binny,JD Unadkat,Mohammed Shami,4,0,4,0,0,,,,,Rajasthan Royals,Kings XI Punjab
91445,598060,2,2,3,DR Smith,SR Tendulkar,DW Steyn,1,0,1,0,0,,,,,Mumbai Indians,Sunrisers Hyderabad
73683,548370,2,12,2,KD Karthik,RG Sharma,L Balaji,0,1,1,0,0,,,,wides,Mumbai Indians,Kolkata Knight Riders
35003,419138,2,9,6,A Symonds,RG Sharma,R McLaren,0,0,0,0,0,,,,,Deccan Chargers,Mumbai Indians
179662,1216495,2,8,5,WP Saha,DA Warner,KH Pandya,1,0,1,0,0,,,,,Sunrisers Hyderabad,Mumbai Indians
114736,829753,1,8,3,BB McCullum,SK Raina,AR Patel,0,0,0,0,0,,,,,Chennai Super Kings,Kings XI Punjab
10491,336027,1,10,4,DJ Hussey,SC Ganguly,SK Warne,1,0,1,0,0,,,,,Kolkata Knight Riders,Rajasthan Royals
175426,1178420,2,12,4,SV Samson,SPD Smith,S Kaul,1,0,1,0,0,,,,,Rajasthan Royals,Sunrisers Hyderabad
129630,980961,1,3,5,AJ Finch,SK Raina,S Nadeem,0,0,0,0,0,,,,,Gujarat Lions,Delhi Daredevils
33543,419132,2,9,6,KA Pollard,S Dhawan,IK Pathan,0,0,0,0,1,caught,KA Pollard,RS Bopara,,Mumbai Indians,Kings XI Punjab
58754,548306,2,14,2,JEC Franklin,AT Rayudu,R Ashwin,0,0,0,0,0,,,,,Mumbai Indians,Chennai Super Kings
84201,598030,2,11,2,MS Dhoni,SK Raina,KV Sharma,0,0,0,0,0,,,,,Chennai Super Kings,Sunrisers Hyderabad
150128,1082649,2,8,6,RG Sharma,KH Pandya,PP Chawla,1,0,1,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
142637,1082616,2,10,4,KD Karthik,RA Jadeja,AR Patel,1,0,1,0,0,,,,,Gujarat Lions,Kings XI Punjab
20235,392211,2,16,6,TM Dilshan,G Gambhir,AB Agarkar,4,0,4,0,0,,,,,Delhi Daredevils,Kolkata Knight Riders
101441,733989,1,5,1,AJ Finch,KL Rahul,JP Faulkner,0,0,0,0,0,,,,,Sunrisers Hyderabad,Rajasthan Royals
76337,548381,2,11,1,JH Kallis,MS Bisla,R Ashwin,0,0,0,0,0,,,,,Kolkata Knight Riders,Chennai Super Kings
97126,729299,2,10,4,Yuvraj Singh,V Kohli,UT Yadav,1,0,1,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
80354,598014,2,12,2,AM Rahane,BJ Hodge,PP Chawla,1,0,1,0,0,,,,,Rajasthan Royals,Kings XI Punjab
38781,419154,1,15,6,AC Voges,AS Raut,A Kumble,1,0,1,0,0,,,,,Rajasthan Royals,Royal Challengers Bangalore
124265,980917,1,0,3,RG Sharma,PA Patel,P Kumar,0,0,0,0,0,,,,,Mumbai Indians,Gujarat Lions
174503,1178416,1,0,7,DA Warner,JM Bairstow,DL Chahar,1,0,1,0,0,,,,,Sunrisers Hyderabad,Chennai Super Kings
23484,392225,1,0,1,RJ Quiney,GC Smith,DS Kulkarni,0,0,0,0,0,,,,,Rajasthan Royals,Mumbai Indians
165721,1175360,1,10,5,S Dhawan,SS Iyer,RA Jadeja,1,0,1,0,0,,,,,Delhi Capitals,Chennai Super Kings
57236,501266,2,7,1,V Kohli,CH Gayle,DJ Bravo,0,1,1,0,0,,,,wides,Royal Challengers Bangalore,Chennai Super Kings
67858,548346,2,8,5,JEC Franklin,RG Sharma,DW Steyn,0,0,0,0,0,,,,,Mumbai Indians,Deccan Chargers
6571,336009,2,13,3,JA Morkel,MS Dhoni,V Sehwag,6,0,6,0,0,,,,,Chennai Super Kings,Delhi Daredevils
189818,1216537,1,0,3,KL Rahul,Mandeep Singh,JC Archer,0,0,0,0,0,,,,,Kings XI Punjab,Rajasthan Royals
48408,501227,2,7,6,V Kohli,AB de Villiers,JR Hopes,1,0,1,0,0,,,,,Royal Challengers Bangalore,Delhi Daredevils
111959,829729,2,7,4,DR Smith,SK Raina,Harbhajan Singh,0,0,0,0,0,,,,,Chennai Super Kings,Mumbai Indians
68011,548347,1,8,4,SK Raina,DJ Bravo,JH Kallis,1,0,1,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
186222,1216522,1,2,5,RV Uthappa,BA Stokes,Washington Sundar,0,0,0,0,0,,,,,Rajasthan Royals,Royal Challengers Bangalore
166350,1175362,2,12,3,V Kohli,AB de Villiers,KH Pandya,0,0,0,0,0,,,,,Royal Challengers Bangalore,Mumbai Indians
110340,829717,1,18,5,GJ Bailey,MG Johnson,R Vinay Kumar,1,0,1,0,0,,,,,Kings XI Punjab,Mumbai Indians
148133,1082641,1,2,2,WP Saha,MJ Guptill,JJ Bumrah,0,0,0,0,0,,,,,Kings XI Punjab,Mumbai Indians
12896,336038,2,2,4,G Gambhir,S Dhawan,Sohail Tanvir,1,0,1,0,0,,,,,Delhi Daredevils,Rajasthan Royals
127895,980947,1,12,5,SA Yadav,G Gambhir,KH Pandya,1,0,1,0,0,,,,,Kolkata Knight Riders,Mumbai Indians
153341,1136573,1,18,7,Shubman Gill,TK Curran,CH Morris,0,4,4,0,0,,,,legbyes,Kolkata Knight Riders,Delhi Daredevils
15359,392190,2,18,2,SC Ganguly,Yashpal Singh,SK Warne,0,1,1,0,0,,,,wides,Kolkata Knight Riders,Rajasthan Royals
25990,392235,1,5,5,AM Rahane,SR Tendulkar,DP Nannes,1,0,1,0,0,,,,,Mumbai Indians,Delhi Daredevils
36314,419144,1,19,4,MK Tiwary,AD Mathews,A Mishra,4,0,4,0,0,,,,,Kolkata Knight Riders,Delhi Daredevils
24013,392227,1,4,6,ST Jayasuriya,JP Duminy,JA Morkel,2,0,2,0,0,,,,,Mumbai Indians,Chennai Super Kings
128542,980951,2,5,1,RV Uthappa,YK Pathan,Mohammed Shami,1,0,1,0,0,,,,,Kolkata Knight Riders,Delhi Daredevils
25296,392232,2,11,5,R Dravid,JH Kallis,AB McDonald,2,0,2,0,0,,,,,Royal Challengers Bangalore,Delhi Daredevils
172832,1178409,2,10,5,AR Patel,RR Pant,RD Chahar,0,0,0,0,0,,,,,Delhi Capitals,Mumbai Indians
79481,598011,1,10,6,RG Sharma,KD Karthik,R Sharma,0,0,0,0,0,,,,,Mumbai Indians,Pune Warriors
162765,1136613,1,5,5,AM Rahane,RA Tripathi,YS Chahal,1,0,1,0,0,,,,,Rajasthan Royals,Royal Challengers Bangalore
143891,1082623,1,0,4,DA Warner,S Dhawan,I Sharma,0,1,1,0,0,,,,legbyes,Sunrisers Hyderabad,Kings XI Punjab
110383,829717,1,5,3,V Sehwag,M Vijay,SL Malinga,4,0,4,0,0,,,,,Kings XI Punjab,Mumbai Indians
3326,335996,1,13,2,MS Dhoni,MEK Hussey,JH Kallis,0,0,0,0,0,,,,,Chennai Super Kings,Royal Challengers Bangalore
101875,733991,2,7,4,Yuvraj Singh,AB de Villiers,Shivam Sharma,0,0,0,0,0,,,,,Royal Challengers Bangalore,Kings XI Punjab
7267,336013,1,2,6,S Badrinath,SK Raina,S Sreesanth,0,0,0,0,0,,,,,Chennai Super Kings,Kings XI Punjab
