,id,inning,over,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,non_boundary,is_wicket,dismissal_kind,player_dismissed,fielder,extras_type,batting_team,bowling_team
176909,1178427,2,10,1,RV Uthappa,Shubman Gill,R Ashwin,1,0,1,0,0,,,,,Kolkata Knight Riders,Kings XI Punjab
63700,548327,1,15,6,MN Samuels,SPD Smith,Z Khan,2,0,2,0,0,,,,,Pune Warriors,Royal Challengers Bangalore
19893,392210,1,2,5,NV Ojha,GC Smith,S Sreesanth,1,0,1,0,0,,,,,Rajasthan Royals,Kings XI Punjab
179969,1216496,1,8,3,SPD Smith,SV Samson,RA Jadeja,1,0,1,0,0,,,,,Rajasthan Royals,Chennai Super Kings
136511,981019,2,10,5,V Kohli,AB de Villiers,BCJ Cutting,2,0,2,0,0,,,,,Royal Challengers Bangalore,Sunrisers Hyderabad
164684,1175356,2,0,2,SR Watson,AT Rayudu,YS Chahal,0,0,0,0,0,,,,,Chennai Super Kings,Royal Challengers Bangalore
113051,829739,2,2,3,RV Uthappa,G Gambhir,AD Mathews,0,1,1,0,0,,,,wides,Kolkata Knight Riders,Delhi Daredevils
101437,733989,1,2,2,S Dhawan,AJ Finch,KW Richardson,1,0,1,0,0,,,,,Sunrisers Hyderabad,Rajasthan Royals
52217,501243,1,13,2,JP Duminy,DT Christian,JR Hopes,4,0,4,0,0,,,,,Deccan Chargers,Delhi Daredevils
73861,548371,1,15,5,DJ Bravo,JA Morkel,P Awana,0,0,0,0,0,,,,,Chennai Super Kings,Kings XI Punjab
22905,392222,2,8,6,DJ Bravo,SR Tendulkar,Yuvraj Singh,2,0,2,0,0,,,,,Mumbai Indians,Kings XI Punjab
33945,419134,1,16,1,KD Karthik,G Gambhir,S Narwal,6,0,6,0,0,,,,,Delhi Daredevils,Rajasthan Royals
157461,1136590,2,5,2,RR Pant,SS Iyer,SR Watson,4,0,4,0,0,,,,,Delhi Daredevils,Chennai Super Kings
73704,548371,1,3,1,MEK Hussey,SK Raina,RJ Harris,0,0,0,0,0,,,,,Chennai Super Kings,Kings XI Punjab
73491,548370,2,7,3,KD Karthik,SR Tendulkar,Iqbal Abdulla,1,0,1,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
188177,1216530,1,13,1,AD Russell,EJG Morgan,S Gopal,0,0,0,0,0,,,,,Kolkata Knight Riders,Rajasthan Royals
162624,1136612,2,8,2,AT Rayudu,SK Raina,A Mishra,0,0,0,0,0,,,,,Chennai Super Kings,Delhi Daredevils
100861,733983,1,15,6,RG Sharma,KA Pollard,HV Patel,4,0,4,0,0,,,,,Mumbai Indians,Royal Challengers Bangalore
120334,829805,1,18,6,HH Pandya,KA Pollard,AD Russell,0,0,0,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
61975,548320,2,8,2,MS Bisla,JH Kallis,SK Trivedi,4,0,4,0,0,,,,,Kolkata Knight Riders,Rajasthan Royals
164129,1136618,2,5,6,SV Samson,AM Rahane,PP Chawla,0,0,0,0,0,,,,,Rajasthan Royals,Kolkata Knight Riders
48100,501226,1,12,3,MEK Hussey,MS Dhoni,Yuvraj Singh,1,0,1,0,0,,,,,Chennai Super Kings,Pune Warriors
164049,1136618,1,13,2,KD Karthik,Shubman Gill,S Gopal,1,0,1,0,0,,,,,Kolkata Knight Riders,Rajasthan Royals
190720,1216540,2,1,3,Shubman Gill,T Banton,NA Saini,0,0,0,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
129658,980961,1,8,1,KD Karthik,SK Raina,A Mishra,1,0,1,0,0,,,,,Gujarat Lions,Delhi Daredevils
33350,419131,2,19,3,M Kartik,WP Saha,AB McDonald,1,0,1,0,0,,,,,Kolkata Knight Riders,Delhi Daredevils
148685,1082643,1,5,4,DR Smith,Ishan Kishan,Mohammad Nabi,6,0,6,0,0,,,,,Gujarat Lions,Sunrisers Hyderabad
84209,598030,2,12,4,MS Dhoni,SK Raina,DJG Sammy,0,0,0,0,0,,,,,Chennai Super Kings,Sunrisers Hyderabad
157321,1136590,1,3,2,SR Watson,F du Plessis,R Tewatia,1,0,1,0,0,,,,,Chennai Super Kings,Delhi Daredevils
101813,733991,1,10,6,GJ Bailey,DA Miller,YS Chahal,0,0,0,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
86184,598038,2,15,2,B Kumar,KW Richardson,DJ Bravo,0,1,1,0,0,,,,wides,Pune Warriors,Chennai Super Kings
25249,392232,1,4,2,G Gambhir,AB de Villiers,B Akhil,4,0,4,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
88073,598046,1,17,1,RG Sharma,Harbhajan Singh,B Laughlin,0,0,0,0,0,,,,,Mumbai Indians,Chennai Super Kings
92396,598064,2,16,1,R Sathish,DA Miller,R Vinay Kumar,2,0,2,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
1988,335990,2,4,1,YK Pathan,GC Smith,WPUJC Vaas,6,0,6,0,0,,,,,Rajasthan Royals,Deccan Chargers
59913,548311,2,14,3,DB Ravi Teja,Ankit Sharma,RA Jadeja,0,0,0,0,1,stumped,DB Ravi Teja,MS Dhoni,,Deccan Chargers,Chennai Super Kings
91976,598063,2,8,1,STR Binny,SR Watson,Harbhajan Singh,0,5,5,0,0,,,,wides,Rajasthan Royals,Mumbai Indians
31838,419125,2,10,5,R Sathish,SR Tendulkar,SB Jakati,1,0,1,0,0,,,,,Mumbai Indians,Chennai Super Kings
115128,829759,1,2,4,DA Warner,GH Vihari,Sandeep Sharma,4,0,4,0,0,,,,,Sunrisers Hyderabad,Kings XI Punjab
53357,501248,2,13,1,CJ Ferguson,Yuvraj Singh,PC Valthaty,0,0,0,0,0,,,,,Pune Warriors,Kings XI Punjab
147839,1082639,1,16,1,WP Saha,AR Patel,SP Narine,1,0,1,0,0,,,,,Kings XI Punjab,Kolkata Knight Riders
87660,598045,2,1,1,AC Gilchrist,SE Marsh,MC Henriques,2,0,2,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
145436,1082629,2,1,4,MK Tiwary,RA Tripathi,Basil Thampi,0,0,0,0,1,lbw,MK Tiwary,,,Rising Pune Supergiant,Gujarat Lions
116603,829773,1,4,1,DA Warner,S Dhawan,RG More,4,0,4,0,0,,,,,Sunrisers Hyderabad,Chennai Super Kings
32400,419127,2,5,5,MS Bisla,KC Sangakkara,AB Agarkar,1,0,1,0,0,,,,,Kings XI Punjab,Kolkata Knight Riders
157156,1136589,1,15,6,V Kohli,Mandeep Singh,Shivam Mavi,1,0,1,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
60747,548315,1,19,5,B Lee,R Bhatia,HV Patel,1,0,1,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
31644,419124,2,6,4,RS Bopara,MS Bisla,SK Trivedi,1,0,1,0,0,,,,,Kings XI Punjab,Rajasthan Royals
85174,598034,1,13,4,MEK Hussey,SK Raina,SP Narine,0,0,0,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
54643,501254,1,9,2,RA Jadeja,DPMD Jayawardene,PP Chawla,6,0,6,0,0,,,,,Kochi Tuskers Kerala,Kings XI Punjab
93978,598071,2,8,5,SV Samson,STR Binny,A Mishra,0,0,0,0,0,,,,,Rajasthan Royals,Sunrisers Hyderabad
160167,1136602,2,2,1,KS Williamson,S Dhawan,S Nadeem,0,0,0,0,0,,,,,Sunrisers Hyderabad,Delhi Daredevils
139463,1082603,1,10,6,BA Stokes,MK Tiwary,SK Raina,1,0,1,0,0,,,,,Rising Pune Supergiant,Gujarat Lions
126762,980937,1,5,5,AB de Villiers,V Kohli,SB Jakati,4,0,4,0,0,,,,,Royal Challengers Bangalore,Gujarat Lions
64141,548329,1,11,5,S Dhawan,CL White,S Nadeem,1,0,1,0,0,,,,,Deccan Chargers,Delhi Daredevils
49439,501232,2,6,1,MK Pandey,JD Ryder,A Mithun,0,0,0,0,0,,,,,Pune Warriors,Royal Challengers Bangalore
184555,1216515,2,3,4,Shubman Gill,N Rana,A Nortje,6,0,6,0,0,,,,,Kolkata Knight Riders,Delhi Capitals
167551,1175367,1,9,1,SK Raina,MS Dhoni,K Gowtham,4,0,4,0,0,,,,,Chennai Super Kings,Rajasthan Royals
187276,1216526,2,10,5,SA Yadav,Q de Kock,Shivam Mavi,0,0,0,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
111400,829725,1,12,5,WP Saha,V Sehwag,NM Coulter-Nile,1,0,1,0,0,,,,,Kings XI Punjab,Delhi Daredevils
179109,1216492,2,18,5,MS Dhoni,F du Plessis,JJ Bumrah,0,0,0,0,0,,,,,Chennai Super Kings,Mumbai Indians
107169,734035,2,16,5,F du Plessis,MS Dhoni,MA Starc,1,0,1,0,0,,,,,Chennai Super Kings,Royal Challengers Bangalore
127546,980943,1,13,5,S Dhawan,NV Ojha,R Ashwin,2,0,2,0,0,,,,,Sunrisers Hyderabad,Rising Pune Supergiants
91619,598061,2,10,5,RN ten Doeschate,YK Pathan,Yuvraj Singh,1,0,1,0,0,,,,,Kolkata Knight Riders,Pune Warriors
173870,1178414,2,3,4,F du Plessis,AT Rayudu,UT Yadav,0,0,0,0,0,,,,,Chennai Super Kings,Royal Challengers Bangalore
122487,980901,1,15,3,R Vinay Kumar,Harbhajan Singh,R Ashwin,1,0,1,0,0,,,,,Mumbai Indians,Rising Pune Supergiants
148141,1082641,1,3,4,WP Saha,MJ Guptill,SL Malinga,0,1,1,0,0,,,,wides,Kings XI Punjab,Mumbai Indians
157663,1136591,1,17,6,Washington Sundar,C de Grandhomme,HH Pandya,0,0,0,0,1,caught,Washington Sundar,RG Sharma,,Royal Challengers Bangalore,Mumbai Indians
148585,1082642,1,16,4,KK Nair,PJ Cummins,BA Stokes,1,0,1,0,0,,,,,Delhi Daredevils,Rising Pune Supergiant
141261,1082610,1,2,3,V Kohli,CH Gayle,DS Kulkarni,4,0,4,0,0,,,,,Royal Challengers Bangalore,Gujarat Lions
84221,598030,2,14,4,MS Dhoni,DJ Bravo,I Sharma,4,0,4,0,0,,,,,Chennai Super Kings,Sunrisers Hyderabad
15670,392192,1,0,5,AC Gilchrist,HH Gibbs,SL Malinga,6,0,6,0,0,,,,,Deccan Chargers,Mumbai Indians
57574,501267,2,3,5,Harbhajan Singh,SR Tendulkar,Iqbal Abdulla,0,0,0,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
9238,336021,2,1,5,RV Uthappa,ST Jayasuriya,I Sharma,0,1,1,0,0,,,,legbyes,Mumbai Indians,Kolkata Knight Riders
164435,1136620,1,15,5,Shakib Al Hasan,YK Pathan,DJ Bravo,0,0,0,0,1,caught,Shakib Al Hasan,SK Raina,,Sunrisers Hyderabad,Chennai Super Kings
48670,501228,2,10,2,S Badrinath,M Vijay,R Sharma,2,0,2,0,0,,,,,Chennai Super Kings,Pune Warriors
162524,1136612,1,5,4,RR Pant,SS Iyer,SN Thakur,0,0,0,0,0,,,,,Delhi Daredevils,Chennai Super Kings
119909,829799,2,6,6,GJ Maxwell,WP Saha,Bipul Sharma,6,0,6,0,0,,,,,Kings XI Punjab,Sunrisers Hyderabad
93816,598071,2,15,6,JP Faulkner,BJ Hodge,DW Steyn,0,0,0,0,0,,,,,Rajasthan Royals,Sunrisers Hyderabad
149695,1082647,1,3,6,MK Tiwary,AM Rahane,JJ Bumrah,1,0,1,0,0,,,,,Rising Pune Supergiant,Mumbai Indians
22234,392220,1,0,6,AC Gilchrist,TL Suman,M Morkel,0,0,0,0,0,,,,,Deccan Chargers,Rajasthan Royals
83851,598029,1,13,4,MK Tiwary,EJG Morgan,YS Chahal,1,0,1,0,0,,,,,Kolkata Knight Riders,Mumbai Indians
111383,829725,1,10,1,V Sehwag,WP Saha,AD Mathews,1,0,1,0,0,,,,,Kings XI Punjab,Delhi Daredevils
55261,501257,2,2,5,DA Warner,NV Ojha,P Kumar,0,0,0,0,0,,,,,Delhi Daredevils,Kings XI Punjab
155842,1136584,1,1,2,Q de Kock,V Kohli,SN Thakur,1,0,1,0,0,,,,,Royal Challengers Bangalore,Chennai Super Kings
188563,1216531,2,2,3,MA Agarwal,KL Rahul,CH Morris,1,0,1,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
142347,1082615,2,2,5,RA Tripathi,AM Rahane,B Kumar,2,0,2,0,0,,,,,Rising Pune Supergiant,Sunrisers Hyderabad
172019,1178406,1,8,2,MM Ali,AB de Villiers,HH Pandya,1,0,1,0,0,,,,,Royal Challengers Bangalore,Mumbai Indians
148504,1082642,2,16,1,MK Tiwary,MS Dhoni,CJ Anderson,0,0,0,0,0,,,,,Rising Pune Supergiant,Delhi Daredevils
186627,1216523,2,6,4,KL Rahul,MA Agarwal,CV Varun,2,0,2,0,0,,,,,Kings XI Punjab,Kolkata Knight Riders
69717,548354,1,8,2,AL Menaria,R Dravid,Azhar Mahmood,1,0,1,0,0,,,,,Rajasthan Royals,Kings XI Punjab
88419,598048,2,10,1,AB de Villiers,V Kohli,A Ashish Reddy,0,1,1,0,0,,,,legbyes,Royal Challengers Bangalore,Sunrisers Hyderabad
121603,829817,1,12,1,RG Sharma,LMP Simmons,P Negi,1,0,1,0,0,,,,,Mumbai Indians,Chennai Super Kings
137433,1082594,2,4,6,WP Saha,HM Amla,BA Stokes,0,0,0,0,0,,,,,Kings XI Punjab,Rising Pune Supergiant
184494,1216514,2,19,1,AB de Villiers,V Kohli,TK Curran,4,0,4,0,0,,,,,Royal Challengers Bangalore,Rajasthan Royals
166960,1175365,1,12,4,AD Russell,KD Karthik,A Mishra,0,0,0,0,0,,,,,Kolkata Knight Riders,Delhi Capitals
72766,548367,2,7,6,DR Smith,AT Rayudu,M Muralitharan,1,0,1,0,0,,,,,Mumbai Indians,Royal Challengers Bangalore
80903,598016,2,3,1,G Gambhir,EJG Morgan,Azhar Mahmood,1,0,1,0,0,,,,,Kolkata Knight Riders,Kings XI Punjab
63855,548328,2,0,6,BB McCullum,G Gambhir,P Kumar,0,0,0,0,0,,,,,Kolkata Knight Riders,Kings XI Punjab
46812,501221,2,16,3,S Badrinath,JA Morkel,KA Pollard,1,0,1,0,0,,,,,Chennai Super Kings,Mumbai Indians
97741,729305,2,10,5,SR Watson,AM Nayar,YS Chahal,1,0,1,0,0,,,,,Rajasthan Royals,Royal Challengers Bangalore
123691,980911,2,5,6,AJ Finch,BB McCullum,M Ashwin,0,0,0,0,0,,,,,Gujarat Lions,Rising Pune Supergiants
162596,1136612,1,16,6,V Shankar,HV Patel,SN Thakur,0,0,0,0,0,,,,,Delhi Daredevils,Chennai Super Kings
188861,1216532,2,16,5,MP Stoinis,AR Patel,Rashid Khan,0,1,1,0,0,,,,legbyes,Delhi Capitals,Sunrisers Hyderabad
165978,1175361,2,12,1,DA Miller,MA Agarwal,PP Chawla,1,0,1,0,0,,,,,Kings XI Punjab,Kolkata Knight Riders
90404,598056,2,5,5,AC Gilchrist,SE Marsh,I Sharma,0,0,0,0,0,,,,,Kings XI Punjab,Sunrisers Hyderabad
178845,1181768,1,16,2,KA Pollard,HH Pandya,Imran Tahir,1,0,1,0,0,,,,,Mumbai Indians,Chennai Super Kings
75868,548379,2,13,1,KA Pollard,JEC Franklin,DJ Bravo,1,0,1,0,0,,,,,Mumbai Indians,Chennai Super Kings
55570,501258,2,1,1,BB McCullum,DPMD Jayawardene,JDP Oram,6,0,6,0,0,,,,,Kochi Tuskers Kerala,Rajasthan Royals
113166,829739,2,7,5,SA Yadav,G Gambhir,JP Duminy,6,0,6,0,0,,,,,Kolkata Knight Riders,Delhi Daredevils
81663,598020,1,8,1,MEK Hussey,SK Raina,S Nadeem,0,1,1,0,0,,,,wides,Chennai Super Kings,Delhi Daredevils
156454,1136586,2,1,1,SP Narine,CA Lynn,GJ Maxwell,6,0,6,0,0,,,,,Kolkata Knight Riders,Delhi Daredevils
133910,980997,2,7,1,AM Rahane,GJ Bailey,A Mishra,0,0,0,0,0,,,,,Rising Pune Supergiants,Delhi Daredevils
30732,419121,1,6,3,IK Pathan,KC Sangakkara,M Muralitharan,0,0,0,0,0,,,,,Kings XI Punjab,Chennai Super Kings
48325,501227,1,9,1,MS Wade,JR Hopes,A Mithun,2,0,2,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
189171,1216534,1,3,4,D Padikkal,AJ Finch,T Natarajan,0,0,0,0,0,,,,,Royal Challengers Bangalore,Sunrisers Hyderabad
99352,733971,1,3,1,BB McCullum,SK Raina,SP Narine,2,0,2,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
36780,419145,2,1,5,MD Mishra,AC Gilchrist,A Kumble,4,0,4,0,0,,,,,Deccan Chargers,Royal Challengers Bangalore
149994,1082649,2,6,6,KH Pandya,RG Sharma,SP Narine,1,0,1,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
173055,1178410,1,0,5,V Kohli,PA Patel,HF Gurney,0,0,0,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
80657,598015,2,2,6,M Vijay,SK Raina,B Kumar,1,0,1,0,0,,,,,Chennai Super Kings,Pune Warriors
14111,392184,1,15,5,MC Henriques,AB Agarkar,SB Styris,0,0,0,0,1,caught,MC Henriques,RG Sharma,,Kolkata Knight Riders,Deccan Chargers
153713,1136575,1,3,6,DJM Short,AM Rahane,SP Narine,1,0,1,0,0,,,,,Rajasthan Royals,Kolkata Knight Riders
132300,980983,1,7,4,DA Warner,S Dhawan,JP Duminy,0,0,0,0,0,,,,,Sunrisers Hyderabad,Delhi Daredevils
17341,392199,2,3,4,SP Goswami,JH Kallis,AB Agarkar,0,1,1,0,0,,,,wides,Royal Challengers Bangalore,Kolkata Knight Riders
173698,1178413,1,4,6,N Rana,CA Lynn,KK Ahmed,1,0,1,0,0,,,,,Kolkata Knight Riders,Sunrisers Hyderabad
186183,1216522,2,13,6,AB de Villiers,Gurkeerat Singh,Kartik Tyagi,1,0,1,0,0,,,,,Royal Challengers Bangalore,Rajasthan Royals
94196,598072,2,17,5,Harbhajan Singh,AT Rayudu,JP Faulkner,0,0,0,0,0,,,,,Mumbai Indians,Rajasthan Royals
13387,336040,1,11,5,JA Morkel,SK Raina,SK Warne,0,0,0,0,0,,,,,Chennai Super Kings,Rajasthan Royals
77549,598002,2,16,5,R Ashwin,MS Dhoni,Harbhajan Singh,0,0,0,0,1,caught,R Ashwin,KA Pollard,,Chennai Super Kings,Mumbai Indians
172249,1178407,1,6,5,MA Agarwal,KL Rahul,IS Sodhi,1,0,1,0,0,,,,,Kings XI Punjab,Rajasthan Royals
33137,419130,2,3,5,MD Mishra,HH Gibbs,R McLaren,0,0,0,0,0,,,,,Deccan Chargers,Mumbai Indians
177090,1178428,1,19,7,R Parag,VR Aaron,TA Boult,0,0,0,0,1,caught,R Parag,SE Rutherford,,Rajasthan Royals,Delhi Capitals
148165,1082641,2,1,4,PA Patel,LMP Simmons,MJ Henry,4,0,4,0,0,,,,,Mumbai Indians,Kings XI Punjab
80224,598014,1,10,1,DJ Hussey,R Sathish,SK Trivedi,1,0,1,0,0,,,,,Kings XI Punjab,Rajasthan Royals
31621,419124,1,16,3,FY Fazal,AC Voges,J Theron,0,0,0,0,0,,,,,Rajasthan Royals,Kings XI Punjab
142516,1082615,2,10,4,RA Tripathi,SPD Smith,Rashid Khan,1,0,1,0,0,,,,,Rising Pune Supergiant,Sunrisers Hyderabad
104708,734015,2,0,4,G Gambhir,RV Uthappa,B Kumar,0,0,0,0,0,,,,,Kolkata Knight Riders,Sunrisers Hyderabad
151322,1136564,2,15,1,S Dhawan,KS Williamson,DS Kulkarni,0,0,0,0,0,,,,,Sunrisers Hyderabad,Rajasthan Royals
108654,734049,2,4,2,MK Pandey,G Gambhir,L Balaji,0,0,0,0,0,,,,,Kolkata Knight Riders,Kings XI Punjab
141282,1082610,1,5,6,V Kohli,CH Gayle,RA Jadeja,1,0,1,0,0,,,,,Royal Challengers Bangalore,Gujarat Lions
157312,1136590,1,1,5,F du Plessis,SR Watson,Avesh Khan,0,0,0,0,0,,,,,Chennai Super Kings,Delhi Daredevils
175900,1178422,1,12,1,Shubman Gill,AD Russell,HH Pandya,0,0,0,0,0,,,,,Kolkata Knight Riders,Mumbai Indians
137678,1082595,1,5,2,Mandeep Singh,SR Watson,PJ Cummins,4,0,4,0,0,,,,,Royal Challengers Bangalore,Delhi Daredevils
191556,1216544,1,0,1,D Padikkal,AJ Finch,DL Chahar,0,0,0,0,0,,,,,Royal Challengers Bangalore,Chennai Super Kings
152210,1136569,1,6,6,E Lewis,SA Yadav,R Tewatia,0,0,0,0,0,,,,,Mumbai Indians,Delhi Daredevils
152192,1136568,1,11,1,KL Rahul,KK Nair,Washington Sundar,0,0,0,0,1,caught,KL Rahul,SN Khan,,Kings XI Punjab,Royal Challengers Bangalore
25187,392232,1,14,1,Y Nagar,KD Karthik,V Kohli,1,0,1,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
80988,598017,1,16,2,KM Jadhav,DPMD Jayawardene,RP Singh,1,0,1,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
84025,598029,2,9,1,DR Smith,RG Sharma,R Bhatia,1,0,1,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
158019,1136593,2,4,2,RV Uthappa,SP Narine,KM Asif,0,0,0,0,0,,,,,Kolkata Knight Riders,Chennai Super Kings
156252,1136585,1,7,2,MK Pandey,Shakib Al Hasan,MK Tiwary,1,0,1,0,0,,,,,Sunrisers Hyderabad,Kings XI Punjab
174137,1178415,1,0,4,AM Rahane,SV Samson,I Sharma,0,0,0,0,0,,,,,Rajasthan Royals,Delhi Capitals
1761,335989,1,9,1,ML Hayden,SK Raina,Harbhajan Singh,0,0,0,0,0,,,,,Chennai Super Kings,Mumbai Indians
33858,419133,2,1,3,M Vijay,ML Hayden,DW Steyn,1,0,1,0,0,,,,,Chennai Super Kings,Royal Challengers Bangalore
92220,598064,1,7,6,CA Pujara,CH Gayle,P Awana,0,1,1,0,0,,,,legbyes,Royal Challengers Bangalore,Kings XI Punjab
30707,419121,1,2,2,IK Pathan,RS Bopara,JA Morkel,4,0,4,0,0,,,,,Kings XI Punjab,Chennai Super Kings
120910,829811,1,16,7,KK Nair,SR Watson,Azhar Mahmood,0,0,0,0,0,,,,,Rajasthan Royals,Kolkata Knight Riders
34131,419135,2,1,2,HH Gibbs,AC Gilchrist,SE Bond,6,0,6,0,0,,,,,Deccan Chargers,Kolkata Knight Riders
55835,501259,2,16,2,DT Christian,JP Duminy,Yuvraj Singh,0,0,0,0,0,,,,,Deccan Chargers,Pune Warriors
43234,501205,2,4,3,AT Rayudu,SR Tendulkar,DP Nannes,0,0,0,0,0,,,,,Mumbai Indians,Royal Challengers Bangalore
148279,1082641,2,19,4,KA Pollard,Harbhajan Singh,MM Sharma,0,0,0,0,0,,,,,Mumbai Indians,Kings XI Punjab
111567,829727,1,18,2,RS Bopara,A Ashish Reddy,PV Tambe,0,0,0,0,0,,,,,Sunrisers Hyderabad,Rajasthan Royals
89875,598054,2,11,3,BJ Rohrer,UBT Chand,M Kartik,0,1,1,0,0,,,,legbyes,Delhi Daredevils,Royal Challengers Bangalore
35915,419142,1,1,1,ML Hayden,M Vijay,Harbhajan Singh,0,0,0,0,0,,,,,Chennai Super Kings,Mumbai Indians
70341,548357,1,3,1,V Sehwag,DA Warner,JH Kallis,2,0,2,0,0,,,,,Delhi Daredevils,Kolkata Knight Riders
131823,980979,1,9,1,S Dhawan,KS Williamson,R Bhatia,1,0,1,0,0,,,,,Sunrisers Hyderabad,Rising Pune Supergiants
36813,419145,2,7,1,TL Suman,AC Gilchrist,JH Kallis,0,0,0,0,0,,,,,Deccan Chargers,Royal Challengers Bangalore
72243,548365,1,4,2,R Dravid,AM Rahane,A Nehra,0,0,0,0,0,,,,,Rajasthan Royals,Pune Warriors
52750,501246,1,9,1,RG Sharma,AT Rayudu,JR Hopes,0,0,0,0,0,,,,,Mumbai Indians,Delhi Daredevils
145051,1082628,2,11,6,KA Pollard,RG Sharma,P Negi,0,1,1,0,0,,,,legbyes,Mumbai Indians,Royal Challengers Bangalore
189145,1216534,2,12,2,PK Garg,JM Bairstow,S Dube,2,0,2,0,0,,,,,Sunrisers Hyderabad,Royal Challengers Bangalore
132803,980987,2,13,3,PV Tambe,AJ Finch,V Kohli,1,0,1,0,0,,,,,Gujarat Lions,Royal Challengers Bangalore
162573,1136612,1,13,3,V Shankar,GJ Maxwell,RA Jadeja,1,0,1,0,0,,,,,Delhi Daredevils,Chennai Super Kings
34653,419137,1,13,4,JA Morkel,M Vijay,YK Pathan,4,0,4,0,0,,,,,Chennai Super Kings,Rajasthan Royals
39673,419157,2,12,3,V Kohli,LRPL Taylor,Harbhajan Singh,1,0,1,0,0,,,,,Royal Challengers Bangalore,Mumbai Indians
47207,501222,2,6,2,CH Gayle,TM Dilshan,YK Pathan,1,0,1,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
170508,1178400,2,18,6,MS Dhoni,RA Jadeja,JC Archer,4,0,4,0,0,,,,,Chennai Super Kings,Rajasthan Royals
42110,501200,2,15,2,AB de Villiers,SS Tiwary,RA Jadeja,1,0,1,0,0,,,,,Royal Challengers Bangalore,Kochi Tuskers Kerala
185922,1216520,2,5,1,Mandeep Singh,KL Rahul,CV Varun,0,0,0,0,0,,,,,Kings XI Punjab,Kolkata Knight Riders
178127,1181764,1,18,1,MS Dhoni,AT Rayudu,SL Malinga,1,0,1,0,0,,,,,Chennai Super Kings,Mumbai Indians
142192,1082614,1,18,2,HH Pandya,Harbhajan Singh,K Rabada,0,0,0,0,0,,,,,Mumbai Indians,Delhi Daredevils
102496,733997,2,16,6,G Gambhir,MK Pandey,R Dhawan,2,0,2,0,0,,,,,Kolkata Knight Riders,Kings XI Punjab
48942,501230,1,4,3,JH Kallis,SP Goswami,IK Pathan,0,0,0,0,1,bowled,JH Kallis,,,Kolkata Knight Riders,Delhi Daredevils
110805,829721,1,2,2,PA Patel,AJ Finch,DS Kulkarni,1,0,1,0,0,,,,,Mumbai Indians,Rajasthan Royals
13615,392181,2,7,6,ML Hayden,A Flintoff,Harbhajan Singh,0,0,0,0,0,,,,,Chennai Super Kings,Mumbai Indians
186867,1216524,1,6,3,WP Saha,DA Warner,AR Patel,4,0,4,0,0,,,,,Sunrisers Hyderabad,Delhi Capitals
150628,1136562,1,7,5,V Shankar,G Gambhir,R Ashwin,0,1,1,0,0,,,,wides,Delhi Daredevils,Kings XI Punjab
38779,419154,1,15,4,AC Voges,AS Raut,A Kumble,1,0,1,0,0,,,,,Rajasthan Royals,Royal Challengers Bangalore
175150,1178419,2,6,1,KM Jadhav,M Vijay,RD Chahar,0,0,0,0,0,,,,,Chennai Super Kings,Mumbai Indians
163937,1136618,1,0,4,CA Lynn,RV Uthappa,K Gowtham,0,0,0,0,0,,,,,Kolkata Knight Riders,Rajasthan Royals
15806,392192,2,10,2,SR Tendulkar,JP Duminy,PP Ojha,1,0,1,0,0,,,,,Mumbai Indians,Deccan Chargers
70760,548358,2,5,1,R Dravid,SR Watson,WD Parnell,1,0,1,0,0,,,,,Rajasthan Royals,Pune Warriors
82647,598024,1,15,5,RG Sharma,SR Tendulkar,AB Agarkar,1,0,1,0,0,,,,,Mumbai Indians,Delhi Daredevils
129077,980957,1,6,2,SS Tiwary,SPD Smith,KH Pandya,0,1,1,0,0,,,,wides,Rising Pune Supergiants,Mumbai Indians
11690,336033,2,8,4,JA Morkel,PA Patel,SK Warne,0,0,0,0,0,,,,,Chennai Super Kings,Rajasthan Royals
25281,392232,2,9,2,R Dravid,JH Kallis,AB McDonald,1,0,1,0,0,,,,,Royal Challengers Bangalore,Delhi Daredevils
14675,392188,1,1,6,AC Gilchrist,HH Gibbs,DW Steyn,6,0,6,0,0,,,,,Deccan Chargers,Royal Challengers Bangalore
